CoC_Number,Year,B01003_001E,B17001_002E,B25002_001E,B25002_003E,B25003_003E,B25003_001E,B25106_001E,B23025_003E,B23025_005E,B25064_001E,B19013_001E,Unemployment_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Poverty_Rate,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,...1,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)",Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Year-Round Beds (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Year-Round PSH Beds,Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH)
FL-507,2011,1777051,240181,770972,133331,239108,637641,136909,971035,98014,348094,16720314,10.093765930167296,17.2938835651619,37.498843393069144,57.25822640815029,13.51570663982069,4515,3135,1380,2388,2127,4908,NA,1112,1700,NA,NA,NA,365,747,960,740,NA,NA,NA,NA,NA,811,56,755
FL-507,2012,1828674,270984,787196,142921,246812,644275,141460,995455,110554,352478,16832113,11.105876207362462,18.15570709200758,38.308486283031314,57.314879341361035,14.81860626880461,3661,2330,1331,1443,2218,4480,NA,1094,1705,NA,NA,NA,358,736,916,771,NA,NA,NA,NA,NA,933,119,814
FL-507,2013,1874923,292075,798904,147985,253633,650919,144771,1008416,115558,361847,16957467,11.45935804271253,18.523502198011276,38.96537049924799,57.078929003717974,15.57797306876069,4378,3055,1323,2057,2321,4057,NA,1103,1745,NA,NA,NA,366,737,968,759,NA,NA,0,0,0,1077,151,926
FL-507,2014,1907933,309366,804678,147330,264871,657348,148375,1015865,107098,359913,16628553,10.542542562249906,18.309187028848804,40.293877824227046,56.017835097085,16.214720328229557,2254,1390,864,266,1988,3640,2466,1105,1361,0,1050,1317,352,729,698,588,0,0,0,0,0,1196,151,1045
FL-507,2015,1955659,322986,814224,138885,280735,675339,155133,1036906,96329,364018,16852392,9.290041720271654,17.057345398809172,41.56949324709516,55.25958644273069,16.51545591537175,2112,1392,720,292,1820,3234,2155,978,1177,0,907,1248,366,612,541,636,0,0,217,115,102,1377,16,1361
FL-507,2016,1996569,324040,824000,134454,291493,689546,156657,1052767,85210,372445,17491091,8.093908718643346,16.317233009708737,42.27317684389439,53.74297152933346,16.22984229445614,1670,1094,576,133,1537,2828,2088,991,1097,0,842,1246,364,627,478,619,0,0,229,115,114,1379,16,1363
FL-507,2017,2039230,317012,834601,134157,296619,700444,157410,1070351,72072,381241,17815365,6.733492097452144,16.07438764151972,42.34728258076306,53.06807723038646,15.545671650573992,2074,1342,732,340,1734,2427,2229,1049,1180,0,990,1239,370,679,620,560,0,0,285,212,68,1325,65,1260
FL-507,2018,2087800,310962,848241,133110,301669,715131,158725,1096826,65568,399399,18670230,5.97797645205347,15.692474190707594,42.18373976236522,52.61561512783879,14.894242743557811,2053,1340,713,360,1693,2029,2058,1325,733,0,898,1160,583,742,315,418,0,0,836,770,66,1464,98,1366
FL-507,2019,2142631,294506,866457,135830,305647,730627,160601,1133365,58353,418557,20152456,5.148650258301606,15.676484811133154,41.83352107162752,52.54460210635145,13.745063895743131,2010,1265,745,336,1674,1631,2031,1369,662,0,858,1173,612,757,246,416,0,0,836,787,49,1530,128,1402
FL-507,2020,2079958,271364,851357,131652,297471,719705,154502,1115198,60308,520649,25142582,5.407828923653019,15.46378311331204,41.33235144955225,51.93850829156455,13.046609595001438,2007,1350,657,459,1548,1238,1986,1273,713,0,952,1034,657,616,295,418,0,0,833,733,100,1599,138,1461
FL-507,2021,2096568,276391,843977,125253,297504,718724,158797,1126556,63177,540382,25782752,5.607976878202238,14.840807273183984,41.39335822930638,53.37642519092181,13.183021013389501,1544,885,659,0,1544,851,1964,1271,693,0,942,1022,627,644,315,378,0,0,1218,1092,126,1578,136,1442
FL-507,2022,2142094,275690,869411,119692,307762,749719,169877,1159458,61618,607139,28318582,5.31437964980189,13.767021581277438,41.050313517464545,55.19752276109461,12.870116810933602,2151,1293,858,426,1725,463,2315,1642,673,0,1214,1101,896,746,318,355,0,0,1011,829,182,1575,141,1434
FL-507,2023,2142094,275690,869411,119692,307762,749719,169877,1159458,61618,607139,28318582,5.31437964980189,13.767021581277438,41.050313517464545,55.19752276109461,12.870116810933602,2258,1465,793,587,1671,77,2108,1436,672,0,1103,1005,796,640,307,365,0,0,776,649,127,1421,93,1328
FL-508,2007,397003,85804,181385,27254,57188,154131,30423,186932,17270,67445,3469518,9.23865362805726,15.025498249579625,37.103502864446476,53.19822340351122,21.61293491484951,678,589,89,415,263,6693,NA,170,148,NA,NA,NA,76,94,54,94,NA,NA,NA,NA,NA,88,4,84
FL-508,2008,397003,85804,181385,27254,57188,154131,30423,186932,17270,67445,3469518,9.23865362805726,15.025498249579625,37.103502864446476,53.19822340351122,21.61293491484951,744,590,154,465,279,6241,NA,163,233,NA,NA,NA,58,105,100,133,NA,NA,NA,NA,NA,91,8,83
FL-508,2009,397003,85804,181385,27254,57188,154131,30423,186932,17270,67445,3469518,9.23865362805726,15.025498249579625,37.103502864446476,53.19822340351122,21.61293491484951,924,750,174,623,301,5793,NA,165,238,NA,NA,NA,58,107,104,134,NA,NA,NA,NA,NA,230,14,216
FL-508,2010,397003,85804,181385,27254,57188,154131,30423,186932,17270,67445,3469518,9.23865362805726,15.025498249579625,37.103502864446476,53.19822340351122,21.61293491484951,1019,774,245,722,297,5346,NA,202,218,NA,NA,NA,74,128,82,136,NA,NA,NA,NA,NA,232,70,162
FL-508,2011,399924,88230,184248,29263,57711,154985,31628,187559,17498,70295,3550449,9.329331037166972,15.88239763796622,37.23650675871858,54.80411013498293,22.06169172142707,1179,969,210,740,439,4909,NA,267,224,NA,NA,NA,130,137,92,132,NA,NA,NA,NA,NA,299,72,227
FL-508,2012,403523,91035,185890,31452,56085,154438,30951,188028,18944,72336,3600921,10.075095198587444,16.91968368389908,36.31554410184022,55.18587857715966,22.560052339024043,1814,1476,338,1425,389,4481,NA,253,251,NA,NA,NA,106,147,115,136,NA,NA,NA,NA,NA,458,93,365
FL-508,2013,402861,94433,184999,32571,57247,152428,30825,185475,19998,71616,3504006,10.782046097856854,17.60604111373575,37.55674810402289,53.84561636417629,23.44059117164481,1718,1074,644,1305,413,4058,NA,235,262,NA,NA,NA,106,129,99,163,NA,NA,0,0,0,507,158,349
FL-508,2014,405210,96591,186519,33517,58525,153002,31199,184937,18821,72310,3572851,10.176979187507097,17.969751070936475,38.25113397210494,53.3088423750534,23.837269563929812,1256,1134,122,888,368,3641,333,132,201,0,147,154,61,39,86,115,0,0,0,0,0,852,183,669
FL-508,2015,400087,95471,186631,33444,59564,153187,30741,184562,16928,71989,3584453,9.171985565826118,17.9198525432538,38.883195049188245,51.61003290578201,23.862559893223224,870,788,82,553,317,3235,402,213,189,0,115,217,53,106,62,111,0,0,48,8,40,666,189,477
FL-508,2016,403288,94395,187857,34833,59229,153024,29851,184826,15104,73351,3649328,8.172010431432806,18.54229546942621,38.70569322459222,50.39929764135812,23.406349804606137,844,596,248,425,419,2829,460,270,190,0,224,204,134,104,90,100,0,0,42,15,27,651,188,463
FL-508,2017,404860,92252,189332,34440,60153,154892,30245,186431,13786,73976,3684251,7.394692942697298,18.190268945555953,38.83544663378354,50.280119029807324,22.786148298177146,819,699,120,446,373,2428,381,307,74,0,182,199,164,143,18,56,0,0,158,158,0,715,682,33
FL-508,2018,404559,86660,188438,34775,58487,153663,29062,187124,12639,75481,3721445,6.754344712596995,18.454345726445833,38.061862647481824,49.68967462854994,21.420855796064355,756,643,113,433,323,2030,353,304,49,0,194,127,159,113,35,14,0,0,204,177,27,811,235,576
FL-508,2019,407941,84829,189780,34476,58958,155304,29157,188650,10741,79554,3965178,5.69361250993904,18.166297818526715,37.96296296296296,49.45384850232369,20.79442860609745,804,675,129,498,306,1632,347,298,49,0,126,189,121,145,5,44,0,0,279,151,128,796,195,601
FL-508,2020,401876,79271,186977,29939,60560,157038,30521,186648,10644,85168,4259518,5.702713128455702,16.012129834150723,38.56391446656223,50.39795244385733,19.725238630821448,880,717,163,601,279,1239,323,279,44,0,116,189,116,145,0,44,0,0,201,94,107,1105,279,826
FL-508,2021,420377,82979,192554,29446,62504,163108,32041,196293,10605,89829,4638131,5.402637893353304,15.292333579151823,38.320621919219164,51.262319211570464,19.739186492124926,677,582,95,364,313,852,372,279,93,0,111,229,87,160,24,69,0,0,187,96,91,1040,246,794
FL-508,2022,409373,79128,187805,25281,63412,162524,32690,194493,10562,97561,4995605,5.430529633457245,13.461302947205878,39.017006719007654,51.55175676528102,19.32907153134183,925,803,122,587,338,464,429,326,103,0,134,267,110,188,24,79,0,0,241,149,92,1008,224,784
FL-508,2023,409373,79128,187805,25281,63412,162524,32690,194493,10562,97561,4995605,5.430529633457245,13.461302947205878,39.017006719007654,51.55175676528102,19.32907153134183,1006,907,99,698,308,78,357,284,73,0,135,211,111,162,24,49,0,0,299,233,66,661,110,551
FL-509,2007,522237,66955,267549,60100,49611,207449,27837,248646,32177,100935,4584322,12.940887848587954,22.463174969818613,23.914793515514656,56.11054000120941,12.820807411194535,1734,972,762,1276,458,6694,NA,82,148,NA,NA,NA,50,32,112,36,NA,NA,NA,NA,NA,121,7,114
FL-509,2008,522237,66955,267549,60100,49611,207449,27837,248646,32177,100935,4584322,12.940887848587954,22.463174969818613,23.914793515514656,56.11054000120941,12.820807411194535,1503,747,756,1205,298,6242,NA,175,82,NA,NA,NA,123,52,82,0,NA,NA,NA,NA,NA,126,7,119
FL-509,2009,522237,66955,267549,60100,49611,207449,27837,248646,32177,100935,4584322,12.940887848587954,22.463174969818613,23.914793515514656,56.11054000120941,12.820807411194535,1950,1041,909,1661,289,5794,NA,159,84,NA,NA,NA,87,72,84,0,NA,NA,NA,NA,NA,137,7,130
FL-509,2010,522237,66955,267549,60100,49611,207449,27837,248646,32177,100935,4584322,12.940887848587954,22.463174969818613,23.914793515514656,56.11054000120941,12.820807411194535,2160,1101,1059,1974,186,5347,NA,143,106,NA,NA,NA,87,56,106,0,NA,NA,NA,NA,NA,146,7,139
FL-509,2011,531706,73706,273073,63483,50972,209590,28987,248142,32161,100466,4645394,12.960724101522517,23.247629754680982,24.319862588863973,56.868476810798086,13.862171952169057,1683,609,1074,1489,194,4910,NA,109,124,NA,NA,NA,99,10,106,18,NA,NA,NA,NA,NA,221,56,165
FL-509,2012,550701,83293,284596,67036,53866,217560,31720,253214,36791,101828,4730109,14.529607367681091,23.554793461608735,24.759146902004044,58.8868674117254,15.12490443997741,1724,917,807,1545,179,4482,NA,97,136,NA,NA,NA,85,0,124,12,NA,NA,NA,NA,NA,306,123,183
FL-509,2013,551944,89281,283500,65871,56420,217629,32253,249919,36023,99157,4680537,14.413870093910427,23.234920634920638,25.924853764893463,57.16589861751152,16.175735219515023,2240,866,1374,2016,224,4059,NA,125,148,NA,NA,NA,113,0,124,24,NA,NA,0,0,0,314,127,187
FL-509,2014,558494,89193,284441,65477,56911,218964,32793,249858,32397,99336,4659795,12.966164781595946,23.019536564700587,25.99103048903016,57.62154943683998,15.970270047663895,2591,1360,1231,2342,249,3642,314,148,166,0,263,39,131,5,132,34,0,0,0,0,0,293,109,184
FL-509,2015,566378,89884,282957,62365,58423,220592,32712,250458,29504,102699,4650638,11.780019005182506,22.04045137600413,26.48464132878799,55.991647125276,15.869966700683996,2412,1299,1113,2176,236,3236,273,136,137,0,190,71,124,0,66,71,0,0,0,0,0,308,135,173
FL-509,2016,580975,89479,284609,60610,60336,223999,33610,254869,24676,104888,4804965,9.681836551326366,21.29588312386467,26.9358345349756,55.70472023335985,15.401523301346872,2382,925,1457,2134,248,2830,271,138,133,0,196,63,126,0,70,63,0,0,0,0,0,306,124,182
FL-509,2017,591484,83956,288986,62693,58775,226293,32232,258066,19261,109436,5089270,7.46359458433114,21.694130511512668,25.972964254307467,54.83964270523182,14.1941286662023,1732,750,982,1549,183,2429,220,102,118,0,151,57,77,13,74,44,0,0,108,85,23,363,89,274
FL-509,2018,591076,79059,284018,59744,56231,224274,31130,256902,16585,113132,5054493,6.455769125970215,21.035286495926314,25.072456013626187,55.360921911401185,13.375437338007295,1542,854,688,1029,513,2031,230,139,91,0,163,55,123,4,40,51,0,0,62,42,20,370,91,279
FL-509,2019,604701,72722,285511,57747,56047,227764,29818,264810,14961,115609,5363850,5.64971111362864,20.22584068564784,24.60748845296008,53.20177707995075,12.026108771111673,1499,754,745,1345,154,1633,211,126,85,0,139,60,97,17,42,43,0,0,161,144,17,374,126,248
FL-509,2020,516185,64814,248093,50493,48272,197600,26373,228604,13307,141560,6399832,5.820983009921086,20.35244847698242,24.42914979757085,54.63415644680146,12.556350920697037,1379,809,570,1191,188,1240,228,127,101,0,161,55,105,10,56,45,0,0,165,127,38,356,120,236
FL-509,2021,544784,64346,264771,50143,51601,214628,28116,243841,14462,159056,7176307,5.930913997235904,18.938252301045054,24.042063477272304,54.48731613728416,11.811286675085904,814,633,181,693,121,853,165,86,79,0,110,45,66,10,44,35,0,0,75,37,38,374,123,251
FL-509,2022,553562,67204,269037,48387,51183,220650,27281,247622,15128,174613,7940293,6.109311773590392,17.985258533212903,23.196464989802855,53.300900689682116,12.140284195808238,846,585,261,699,147,465,167,101,66,0,119,38,83,8,36,30,0,0,130,77,53,362,121,241
FL-509,2023,553562,67204,269037,48387,51183,220650,27281,247622,15128,174613,7940293,6.109311773590392,17.985258533212903,23.196464989802855,53.300900689682116,12.140284195808238,925,640,285,740,185,79,245,177,68,0,167,68,127,40,40,28,0,0,93,56,37,310,94,216
FL-510,2007,1078182,139418,476449,64352,140547,412097,66941,563968,56142,186409,10232432,9.954820131638673,13.506587273769071,34.1053198640126,47.62890705600262,12.930840989740137,2743,2237,506,1158,1585,6695,NA,769,1155,NA,NA,NA,272,497,427,728,NA,NA,NA,NA,NA,802,31,771
FL-510,2008,1078182,139418,476449,64352,140547,412097,66941,563968,56142,186409,10232432,9.954820131638673,13.506587273769071,34.1053198640126,47.62890705600262,12.930840989740137,2585,1833,752,1093,1492,6243,NA,915,1562,NA,NA,NA,282,633,485,1077,NA,NA,NA,NA,NA,819,57,762
FL-510,2009,1078182,139418,476449,64352,140547,412097,66941,563968,56142,186409,10232432,9.954820131638673,13.506587273769071,34.1053198640126,47.62890705600262,12.930840989740137,2442,1902,540,423,2019,5795,NA,820,1587,NA,NA,NA,295,525,489,1098,NA,NA,NA,NA,NA,812,57,755
FL-510,2010,1078182,139418,476449,64352,140547,412097,66941,563968,56142,186409,10232432,9.954820131638673,13.506587273769071,34.1053198640126,47.62890705600262,12.930840989740137,3241,2345,896,1172,2069,5348,NA,802,1463,NA,NA,NA,295,507,390,1073,NA,NA,NA,NA,NA,808,67,741
FL-510,2011,1097718,149252,485538,68393,141693,417145,69682,568878,56548,198949,10534293,9.940268387949613,14.086024162887353,33.96732551031416,49.17815276689745,13.596570339558975,3025,2377,648,1432,1593,4911,NA,827,920,NA,NA,NA,267,560,491,429,NA,NA,NA,NA,NA,916,172,744
FL-510,2012,1109356,159732,489789,72831,143991,416958,73074,570854,62006,202452,10466495,10.861971712556976,14.869872536949586,34.533694041126445,50.74900514615497,14.398624066575563,2861,2294,567,1319,1542,4483,NA,832,868,NA,NA,NA,370,462,450,418,NA,NA,NA,NA,NA,1252,517,735
FL-510,2013,1130161,171637,495320,72229,148736,423091,75355,576772,66532,205926,10452302,11.535234026617104,14.582290236614714,35.15461212836009,50.66359186746988,15.186951239690627,2768,1938,830,1097,1671,4060,NA,919,912,NA,NA,NA,277,620,512,367,NA,NA,0,0,0,1438,717,721
FL-510,2014,1139818,179660,499458,72518,155810,426940,79547,574420,64353,211082,10527374,11.203126632081057,14.519338963436365,36.494589403663284,51.053847634939984,15.76216553870881,2049,1375,674,293,1756,3643,1714,904,810,0,730,930,277,605,453,325,0,0,0,0,0,1286,717,569
FL-510,2015,1161371,180815,505102,70841,161964,434261,82408,585587,59385,215588,10671342,10.141106274558691,14.025088002027314,37.29646456854288,50.88044256748413,15.569098935654498,1853,1354,499,426,1427,3237,1626,932,694,0,612,992,386,524,226,468,0,0,325,157,168,1027,642,385
FL-510,2016,1178423,176197,509792,68145,167539,441647,82602,591584,50800,219297,11092612,8.587115270189862,13.367216433368903,37.93504767382095,49.30314732689105,14.951931522042594,1959,1466,493,441,1518,2831,1723,1030,693,0,634,1067,484,524,150,543,0,0,843,532,311,1135,717,418
FL-510,2017,1190800,172513,513923,65301,171493,448622,82201,600157,44693,225461,11535561,7.446884731828504,12.706378192842118,38.22661394224982,47.9325686762725,14.487151494793416,1869,1444,425,432,1437,2430,1568,996,572,0,473,1061,415,547,58,514,0,0,644,420,224,1143,254,889
FL-510,2018,1212098,169756,521304,62278,179517,459026,85613,610991,40396,232837,11994285,6.61155401634394,11.946580114482144,39.10824223464466,47.69074795144749,14.0051381983965,1794,1410,384,429,1365,2032,1564,1015,549,0,436,1094,391,590,45,504,0,0,422,261,161,1266,224,1042
FL-510,2019,1228131,162210,526502,60997,180443,465505,83682,621967,35540,238757,12549772,5.714129527772373,11.585331109853334,38.76284894899088,46.37586384620074,13.20787440427772,1654,1365,289,508,1146,1634,1388,848,540,0,359,995,312,502,47,493,0,0,439,344,95,1398,409,989
FL-510,2020,1158535,156664,499764,53876,177310,445888,82721,586674,31936,301314,15954966,5.443568319032376,10.780288296075748,39.76559135926511,46.6533190457391,13.522595346709421,1366,991,375,451,915,1241,1133,741,392,0,260,839,260,447,0,392,0,0,301,185,116,1086,281,805
FL-510,2021,1136584,155430,496292,52351,177796,443941,86128,572938,29917,300906,16037769,5.22168192718933,10.54842713563789,40.04946603264848,48.44203469144412,13.67518810752219,1222,975,247,230,992,854,1399,962,437,0,381,984,381,547,0,437,0,0,220,144,76,1133,262,871
FL-510,2022,1143642,154462,498788,48223,180724,450565,89176,578572,27744,329366,17055463,4.795254523205409,9.668035317609887,40.11052789275687,49.34375069166242,13.506149651726677,1279,987,292,230,1049,466,1348,858,490,0,331,999,259,581,72,418,0,0,181,82,99,803,70,733
FL-510,2023,1143642,154462,498788,48223,180724,450565,89176,578572,27744,329366,17055463,4.795254523205409,9.668035317609887,40.11052789275687,49.34375069166242,13.506149651726677,1247,971,276,396,851,80,1120,554,566,0,355,731,204,316,151,415,0,0,388,308,80,812,107,705
FL-511,2007,426850,61153,196397,30733,48691,165664,24682,205448,22144,79932,4357477,10.778396479887855,15.648406034715398,29.39141877535252,50.69109280975951,14.326578423333725,629,368,261,282,347,6696,NA,292,373,NA,NA,NA,110,182,106,267,NA,NA,NA,NA,NA,50,0,50
FL-511,2008,426850,61153,196397,30733,48691,165664,24682,205448,22144,79932,4357477,10.778396479887855,15.648406034715398,29.39141877535252,50.69109280975951,14.326578423333725,1028,786,242,653,375,6244,NA,197,357,NA,NA,NA,110,87,128,229,NA,NA,NA,NA,NA,130,0,130
FL-511,2009,426850,61153,196397,30733,48691,165664,24682,205448,22144,79932,4357477,10.778396479887855,15.648406034715398,29.39141877535252,50.69109280975951,14.326578423333725,1030,685,345,618,412,5796,NA,227,430,NA,NA,NA,110,117,176,254,NA,NA,NA,NA,NA,160,0,160
FL-511,2010,426850,61153,196397,30733,48691,165664,24682,205448,22144,79932,4357477,10.778396479887855,15.648406034715398,29.39141877535252,50.69109280975951,14.326578423333725,1160,755,405,618,542,5349,NA,200,459,NA,NA,NA,110,90,174,285,NA,NA,NA,NA,NA,191,0,191
FL-511,2011,440055,62194,197576,32413,49617,165163,25845,208192,22210,84827,4473641,10.66803719643406,16.405332631493703,30.041231995059427,52.08900175343128,14.133233345831773,733,590,143,278,455,4912,NA,200,518,NA,NA,NA,110,90,159,359,NA,NA,NA,NA,NA,247,0,247
FL-511,2012,446925,65485,200127,33337,52507,166790,26943,211120,23351,86687,4547381,11.060534293292914,16.657922219390684,31.480904130943106,51.31315824556726,14.65234659059126,792,667,125,266,526,4484,NA,260,562,NA,NA,NA,89,171,159,403,NA,NA,NA,NA,NA,347,0,347
FL-511,2013,451620,68811,200773,33370,55001,167403,27865,210688,24715,87587,4526437,11.730615886998786,16.6207607596639,32.855444645555934,50.66271522335958,15.236481998140029,945,789,156,382,563,4061,NA,281,512,NA,NA,NA,89,192,133,379,NA,NA,0,0,0,301,0,301
